DATA,COMENTÁRIO,CLASSIFICAÇÃO
2019-07-22,"Eu só tenho uma mensagem de lifelock e agora CapitalOne que a minha informação está na web escuro por causa dessas pessoas, Myfitness tem a sua violação de dados por hackers em fevereiro de 2018, e eles apenas relatou que em fevereiro passado 2019, pense duas vezes sobre a obtenção de uma conta com -los, sua saúde ou sua identidade ficar comprometida",5
2019-07-21,"Comprometer a sua informação pessoal, I foi notificado hoje 2019/07/21 que MyFitness Pal experimentou uma violação de dados, em fevereiro de 2018, mas não recebeu nenhuma notificação, normalmente quando PII é comprometida, há uma exigência auto relatórios",5
2019-07-21,i foi notificada pelo monitoramento de crédito Experian da violação,5
2019-07-21,"Tenha cuidado, as credenciais do usuário vazou na darknet",5
2019-07-21,"Eu realmente gostei este aplicativo até que eu verifiquei meu relatório de crédito e mostra MyFitnessPal comprometida meu e-mail para o web escuro minha mãe também usa esse aplicativo e seu e-mail foi exposto também, então eu não recomendo este aplicativo em tudo depois de ter minha informação privada exposta devido a aplicação MyFitnessPal",5
2019-07-21,Fui alertado que este aplicativo vazou meu email e minha senha ao web escuro,5
2020-03-11,não vai ligar para o elíptica eu tenho e meu Fitbit versa suga e não vai ligação,6
2020-03-09,não permite conexões privadas com outros aplicativos,6
2020-03-06,Resíduos não funciona em qualquer telefone,6
2020-02-28,"Eu tenho um S5 talvez por isso, não é compatível? Eu tentei um endereço de email diferente bem e ele disse que não era válido tanto",6
2020-02-25,"Comutada para Android cerca de um ano atrás, tudo estava bem até cerca de um mês ou mais atrás",6
2020-02-15,"mesmo problema em diferentes telefones, por exemplo, a Huawei acasalar 10 pro e Huawei p30",6
2020-02-11,não funciona com a Samsung,6
2020-02-09,App não pode mesmo funcionar no meu telefone,6
2020-01-23,"A ajuda seção Samsung está desatualizado como o serviço Samsung não é compatível com os novos dispositivos, meu equipamento mostra sempre desconectado mesmo quando se conectar claramente Samsung Saúde",6
2020-01-15,"No entanto, a minha namorada usa sua maçã I-telefone e relógio com nenhum problema, mas, eu estou usando um Samsung Nota 10+ telefone android, que poderia ser o meu problema sincronizando-los juntos",6
2020-01-12,"Não como descrito, não funciona bem com samsung",6
2020-01-07,"Não funciona com a Huawei, eviscerado",6
2020-01-05,"Por favor, corrigi-lo, porque ele não pode mais ser usado em dispositivos mais antigos",6
2020-01-02,Ajuda! Mudou o meu telefone e agora não vai me deixar entrar,6
2019-12-30,"Funcionou bem no meu antigo tablet, mas não funciona na versão mais recente do Android",6
2019-12-26,"Queria para começar a usá-lo no meu novo telefone e, infelizmente, forçar encerra em Moto poder g7 tão tristemente 1star já que não posso usá-lo período",6
2019-12-21,Eu comprei um novo telefone e agora estou Impossível fazer login no meu aplicativo e / ou acessar a minha assinatura premium,6
2019-12-12,Infelizmente eu desligado recentemente depois que já não funcionou no meu novo telefone Pixel,6
2019-11-10,não foi carregado em s10 galáxia por mais de um mês,6
2019-11-04,"É um bom app no ​​iPhone, mas terrível no Android, constantemente cai",6
2019-09-23,Não o seu trabalho AT SAMSUNG S4,6
2019-09-21,"Infelizmente, este aplicativo não irá carregar a minha LG20",6
2019-09-09,Eu comprei um novo telefone eo app não vai me deixar entrar,6
2019-09-07,Não funciona com o pro Huawei p30 nesta última atualização,6
2019-09-06,"como eu fiz a conta, mas no meu samsung duos ele não está funcionando por que caras: ((",6
2019-09-02,"Eu tenho usado o aplicativo no passado e tem novo telefone assim que eu queria baixá-lo novamente, mas eu tentei loging e ela disse que conta inválida então eu tentei inscrever disse a conta já existia e para entrar então eu fui para o login novamente inválido eu não aconselho dowloading este aplicativo você vai perder o seu progresso",6
2019-08-20,Este aplicativo não funciona com o telefone Huawei,6
2019-08-15,App não será aberto para a borda Samsung 10+,6
2019-08-08,Este aplicativo é executado terrivelmente no meu Galaxy J7 Prime e tem sido assim há mais de um ano,6
2019-08-07,um não funcionou no meu samdung S2,6
2019-08-02,não pode obtê-lo a carga sobre o meu pixel2,6
2019-07-28,"Usado para usar este aplicativo um pouco justo no meu P10, trabalhou de forma brilhante, reinstalado-lo no meu novo p30 Pro e tudo que faz é pontapé-me de volta para uma tela 'Welcome Back' uma e outra vez, tentou um reinício até tentei reinstalar, nada parece funcionar, vergonha demais",6
2019-07-21,porque há restrição de idade? quando eu me inscrever e escrever meu aniversário (2004) ocorreu um erro,1
2019-07-21,então menor de idade não pode perder ou ganho de peso?,1
2019-07-21,2002 abaixo is not suppprted lmao,1
2019-07-20,Realmente espero Garmin intensifica e cria um registro do alimento separado do pal de fitness,1
2019-07-19,"É ainda uma forma decente para controlar calorias, mas se eu não posso controlar adequadamente minhas atividades e calorias, eu vou ter que encontrar outro aplicativo",1
2019-07-18,A correção recomendada muitas vezes significa perder todo o seu histórico,1
2019-07-17,"porque é que este aplicativo precisa de permissão para o meu contatos, câmera e localização?",1
2019-07-17,usar menos aplicativo que você não pode definir sua meta de peso nele,1
2019-07-16,"É irritante, eu não quero lembretes e e-mails, superar isso e não tomar por uma resposta a primeira vez",1
2019-07-15,pede para objetivos de atualização cada vez que você abri-lo durante todo o dia,1
22 de abril de 2021,O app é muito bom mas vocês PRECISAM colocar as funções de controle de leitura para os livros eletrônicos (calculadora meta tempo para acabar o livro),1
22 de abril de 2021, Sugiro que se coloque tb uma opção para selecionar o tipo de contagem de progresso para o ebook por exemplo % posição (para leitores do Kindl… Resenha completa,1
15 de abril de 2021, Então acho q como sugestão poderia colocar a porcentagem do livro também pra quem usa Kindle conseguir usar o aplicativo,1
10 de abril de 2021, Falta apenas uma parte para a resenha pessoal do livro mas fora isso é ótimo e recomendo muito,1
30 de abril de 2021, Espero que nas próximas atualizações coloquem a opção para a pessoa editar um livro já cadastrado sem capa facilitar o cadastro calcular e contagem de páginas de e-books poder excluir um livro que parou ou quero ler e atualizar as recomendações,1
12 de abril de 2021, O que eu sinto falta é da opção de criar um grupo de amigos e compartilhar quais livros eu li e quais estou lendo,1
18 de abril de 2021,É bom mais o aplicativo tinha que ter um sistema onde apenas 1 livro pode ser cadastrado,1
24 de março de 2021, Apenas faço uma sugestão: seria bom poder colocar a foto… Resenha completa,1
11 de abril de 2021,Uma sugestão e colocar a opção de substituir o tempo mínimo de leitura por dia por páginas a serem lidas por dia,1
11 de abril de 2021, Além do mais contar as páginas atrasadas quando não atualizar um determinado dia,1
27 de abril de 2021, Só gostaria que os lembretes diários fossem constantes e não aparecessem em horários diferentes mas tirando isso tudo certo 👍 parabéns aos desenvolvedores,1
10 de fevereiro de 2021, Como sugestão acho que poderiam ter mais dessas metas e a possibilid… Resenha completa,1
13 de março de 2021, Sinto falta de alguns recursos como um cronômetro de leitura gosto de anotar no meu diário literário quanto tempo fiquei lendo,1
13 de março de 2021, Poderia ter uma opção de lista de desejos para adicionar livros que temos vontade … Resenha completa,1
23 de março de 2021,O aplicativo é muito bom para organizar as leituras porém poderia ter a opção de o usuário fazer sua própria resenha do livro além de mostrar as avaliações de outros usuários sobre determinado livro seria muito interessante para deixá-lo mais interativo,1
23 de março de 2021, E também sinto falta de registrar a data d… Resenha completa,1
13 de março de 2021, Só tenho uma coisa a reclamar que é a falta de ambiente social,1
13 de março de 2021, Por exemplo não tem como adicionar um amigo nesse app sabe? Eu acharia legal saber o que meu amigo tá lendo o que ele já leu … Resenha completa,1
6 de fevereiro de 2021, Algo que acredito que poderia melhorar é o seginte: ter como deixarmos nossos comentarios sobre o livro,1
6 de fevereiro de 2021, Acho que poderia tmb ter mais indicaçoes de livros baseado nos livros que já lemos e go… Resenha completa,1
2 de março de 2021, um conselho para próximas atualizações: ter um gráfico do quanto a pessoa leu no mês/dia/ano; a pessoa poder escrever o nome do livro que está lendo e anotar as informações necessárias (nome do livro au… Resenha completa,1
19 de março de 2021,O app é muito bom mas sinto falta de ter o contador por páginas e não por minutos,1
10 de março de 2021, A única funcionalidade que sinto falta é a de poder seguir meus amigos que usam o app e ver o que eles leram… Resenha completa,1
27 de março de 2021,Amei o aplicativo ainda tem certas coisas a melhorar Coisas que eu gostaria que tivesse no app seriam: colocar um timing que mostra há quanto tempo está lendo o livro poder colocar mais de uma notificação de leitura no celular e também poder colocar uma opção de capa ou pelo menos um aviso em livr… Resenha completa,1
27 de março de 2021, Seria 5 estrelas se tivesse resumos de quantos livros eu li quanto tempo em média demorei para ler meu ritmo de leitura e outras informações que auxiliassem a acompanhar todos os dados sobre sua leitura,1
12 de abril de 2021, Deveria ter a opção da pessoa pode opinar sobre o que achou do livro e não só avaliar pelas estrelinhas,1
24 de junho de 2020,Achei ótimo mas acho que poderia ter mais opções de livros para colocarmos como preferência para leitura,1
30 de março de 2020, Uma sugestão seria aceitar o código asin da Amazon para cadastrar os livros tbm tem livros de autores independentes que não podemos colocar na biblioteca,1
23 de janeiro de 2020,Seria legal poder adicionar as listas de livros e dar checklist quando algum livro for lido,1
4 de maio de 2020, Mas falta um cruzamento maior de informações muitas vezes o livro está relacionado mas só é encontrado com a digitação do isbn,1
4 de maio de 2020, Poderiam melhorar muito nas recomendações e seria ótimo se fizessem diferentes categorias… Resenha completa,1
17 de janeiro de 2020,Aplicativo excelente para amantes da leitura,1
4 de janeiro de 2020,O App é fantástico porém a alguns títulos desatualizados e a minha sugestão é a possibilidade dos leitores poderem adicional títulos q o App não possui isso seria ótimo para o próprio aplicativo,1
29 de dezembro de 2020," Apenas senti falta de mecanismos melhores para encontrar livros populares e adicioná-los ao """"""""quero ler""""""""",1
30 de abril de 2020,Mas poderia pegar off line também 🥺❤😍,1
16 de abril de 2020, Porém quando vamos cadastrar algum livro não recebemos reconhecimento algum deveriam disponibilizar pelo menos uma medalha semelhante às de outras categorias,1
25 de maio de 2020, Só senti falta de um fórum de discussão,1
7 de fevereiro de 2020, Mas deveria acessar nossos livros na Google Play Livros pra ajudar a gente organizar a leitura por quê tem alguns livros que eu comecei a ler pelo Google Play Livros e seria legal se a Cabeceira contasse os % do livro,1
7 de fevereiro de 2020, E seria legal também o caso de releitu… Resenha completa,1
13 de fevereiro de 2020,Podia ter a calculadora para ebooks também por exemplo quanto tempo foi levado pra ler 1%,1
26 de agosto de 2020, Só poderia ter a opção de cadastrar e-books e livros independentes,1
27 de abril de 2021, É uma pena apenas que a forma de colocar livros novos seja um pouco difícil mas ND complicado demais ,3
22 de abril de 2021, Interface agradável tem a calculadora de leitura que é incrível porém eu não consigo registrar um livro que não tenha no catálogo sem o ISBN,3
22 de abril de 2021, Compro muitos livros em sebos e possuío muitos livros bem antigos que não possuem ISBN e com eles não consigo usar o app,3
17 de abril de 2021, Mas é muito difícil cadastrar novos livros,3
17 de abril de 2021, Estou a dias tentando cadastrar o livro que estou lendo mas não consigo pq não aceita o código dele pq tem letras junto ao invés de só números,3
15 de abril de 2021,O aplicativo é bom porém pra quem lê pelo Kindle como eu não dá pra acompanhar o progresso já q não sabemos em q página do livro estamos,3
2019-07-20,"ele pode me levar até 20 minutos para registrar uma refeição, porque eu tenho que manter lidar com seus clitches",3
2019-07-20,"Fácil de entrar, difícil de sair",3
2019-07-19,"ele não tem todo o menu do restaurante separado como costumava, que era um uograde terrível",3
2019-07-18,lixo ele quer todas as minhas coisas pessoais que u não precisa de todo,3
